Longitude,Latitude,panel
13.653407303923407,52.34967652737168,80
13.656476100314244,52.349988689267185,81
13.645139002824719,52.35109145229871,82
13.64590307959312,52.350894219004985,83
13.6467164569912,52.35041254860258,84
13.652952553154664,52.351277152855864,85
13.654366787283799,52.35144890107078,86
13.644832021384188,52.35241939777381,87
13.644929498519124,52.352115033568225,88
13.645982193240567,52.350312784503174,89
13.647337185764082,52.351565928792546,90
13.647796221071783,52.352406241904795,91
13.651000960924952,52.352509560266114,92
13.652740400959416,52.35214459689427,93
13.653645930005792,52.35195460188006,94
13.654589337686144,52.351778187509105,95
13.655478260257098,52.351579094215744,96
13.645657674320258,52.35277355918546,97
13.647650047852398,52.35213865622925,98
13.649028647518822,52.35292338433407,99
13.652851081397683,52.352121374302435,100
13.65222092845118,52.35225359084314,101
13.654987395459429,52.352567314990495,102
13.656152280994748,52.352563138495775,103
13.65788537224794,52.35220501363121,104
13.658747458164902,52.352801703731465,105
13.644584676478727,52.35367702325711,106
13.645576730435865,52.35341258237112,107
13.647356928524722,52.353279858366875,108
13.648849918345807,52.35439721290948,109
13.651714450261291,52.35235985836849,110
13.654839581636208,52.352303497784064,111
13.655822574981862,52.35405793828725,112
13.657522367733998,52.35323041174489,113
13.644442012558486,52.354786417002124,114
13.645570786370767,52.35515780047495,115
13.649216636342514,52.35510232293779,116
13.648810520041254,52.354321459497086,117
13.6489122303951,52.354517023912045,118
13.649396808085603,52.35544874963081,119
13.653577381033523,52.35614856404575,120
13.657811516476118,52.3552786166615,121
13.6592015217738,52.354990725290435,122
13.660760654050389,52.35467128515533,123
13.643723740591906,52.356674669617945,124
13.643851241374353,52.356390627047915,125
13.644082795900731,52.3558747765448,126
13.645674149292313,52.35540649762009,127
13.645895878759104,52.35593999149353,128
13.649172513573005,52.35501748552175,129
13.64984675581947,52.35631389031714,130
13.651210002110142,52.356633472089925,131
13.655802239375449,52.355692848361,132
13.65846748303646,52.35514275594734,133
13.660533927240124,52.355446995725245,134
13.662208274124138,52.35539389340964,135
13.643546284690936,52.35708638240917,136
13.643549216758831,52.3570795682484,137
13.643935114861284,52.35620377611001,138
13.646496968993954,52.35664501138375,139
13.649593531683058,52.35582700153722,140
13.650065316748536,52.35673427303646,141
13.6514051430051,52.35659350156016,142
13.653095876053209,52.35624719026733,143
13.656435063590717,52.35556322755991,144
13.656909132797072,52.3560498209263,145
13.657062660041133,52.35635408898836,146
13.661093396483306,52.35639919341082,147
13.661260826275045,52.356656118788045,148
13.6627385527838,52.35675346725472,149
13.643167124457616,52.358259514254016,150
13.64609103766134,52.35768083768523,151
13.647236910149003,52.357398883437874,152
13.649096130320155,52.35706586366633,153
13.655034026791201,52.35585020063699,154
13.65438351182913,52.35598344501746,155
13.657419939681228,52.357062163860476,156
13.657788337698168,52.357792273694514,157
13.661649679694223,52.357136946338585,158
13.662390845075944,52.357710758469295,159
13.647799198932544,52.35806836452406,160
13.650872873211771,52.35819882038343,161
13.651092039111992,52.35859296881712,162
13.650608239078698,52.357722901780456,163
13.65511715750266,52.35994604502546,164
13.657741308816382,52.35769906947653,165
13.658258770601249,52.358724601429735,166
13.657977008416117,52.35816619087168,167
13.660908314458458,52.358823105180136,168
13.662797506219565,52.35811241671767,169
13.66370806323633,52.35824964247004,170
13.643423844614812,52.3585856998697,171
13.64419017870001,52.35929544754824,172
13.644960139581858,52.359815289098705,173
13.648029290436513,52.35923064230787,174
13.647977905694487,52.36007720443727,175
13.651352855011385,52.35906202070031,176
13.651991699260929,52.360210919594145,177
13.654365319879933,52.36008781420682,178
13.657407747154485,52.35951412327805,179
13.662403330624613,52.358521598170874,180
13.663409514944654,52.3583153615663,181
13.665822033047263,52.35875427776848,182
13.643770659175933,52.35909148774778,183
13.645238911230832,52.360315065946246,184
13.647934883556422,52.360592883816274,185
13.64790971621,52.36072357508898,186
13.651840505092691,52.35993901167173,187
13.6522942974335,52.36047833357954,188
13.654640719384536,52.36003588389483,189
13.65698235513214,52.3595943367137,190
13.658974142193035,52.36029125062526,191
13.66146048955047,52.35871174540735,192
13.665575297085915,52.35957253920097,193
13.645287766514233,52.36051279958277,194
13.645334660284183,52.36070259431974,195
13.64789242621903,52.36081336011784,196
13.648120786397557,52.36132581044507,197
13.650312139821326,52.36087973532417,198
13.653324728520575,52.360284031821756,199
13.653119786892432,52.36032267634548,200
13.656235111147891,52.35973523970222,201
13.658437648319644,52.361050182562394,202
13.658646707599257,52.36055935661162,203
13.659350585720558,52.3608155821314,204
13.65969350153197,52.361469685422556,205
13.66494240715985,52.361364422053725,206
13.645391377528135,52.36087581763066,207
13.645532541447288,52.36127896091352,208
13.645851033777106,52.361685668654935,209
13.64704178298095,52.36160855373457,210
13.648467712837853,52.36200920872098,211
13.652575434422301,52.3613341130451,212
13.652779231649244,52.36173620300096,213
13.653266499891542,52.36269757852592,214
13.6583246,52.3613032968754,215
13.658851611463305,52.361953208007215,216
13.66197922677169,52.362530920124414,217
13.663573558692951,52.36219993542956,218
13.645491416551508,52.36116151429125,219
13.64558394758076,52.36142576923064,220
13.646130331187376,52.362000726584036,221
13.646235943706946,52.362092472228746,222
13.64710700204024,52.36284916100669,223
13.649261239635031,52.3629095110025,224
13.6529409450616,52.36205526199804,225
13.653002607716912,52.36217692182003,226
13.653338498194767,52.36283963048118,227
13.656509817977655,52.3636689048691,228
13.657893975357027,52.363376716639756,229
13.659321542329575,52.362764277663025,230
13.660547008448708,52.36309842842556,231
13.666477007978427,52.36226897664204,232
13.64836429257915,52.36361991888983,233
13.650097646814933,52.3638013222077,234
13.650749730458015,52.36456285485354,235
13.65347013331242,52.363099345293996,236
13.654886519044341,52.36401157460312,237
13.657304732838023,52.363501102588096,238
13.656925197777586,52.36358122041208,239
13.657587845639075,52.36344133898803,240
13.661026093734746,52.36401490377441,241
13.661142050621311,52.364236725715436,242
13.64764813232732,52.363226220507975,243
13.648937660177337,52.364012500398864,244
13.650461977988282,52.36422680456007,245
13.652015230867491,52.36467466138949,246
13.653139977907191,52.36440534406598,247
13.654710955075462,52.364048635219184,248
13.655942125828108,52.363788741649564,249
13.658610263035502,52.36322551213686,250
13.658942545188427,52.363155369149254,251
13.660849926126302,52.36367790058289,252
13.66149842195761,52.364918453070196,253
13.66183565789786,52.365563575003584,254
13.664709559619224,52.36587682303919,255
13.667317900060489,52.364005975709794,256
13.649253717044353,52.36424311642927,257
13.650002646594452,52.364789585049074,258
13.651534399917693,52.365540359504124,259
13.654189110324516,52.36450308400264,260
13.654840998011093,52.36573058598512,261
13.655010720718616,52.366050173184334,262
13.661445803493507,52.36481779557424,263
13.662116774248524,52.36610134189614,264
13.66353087949956,52.366147833842845,265
13.664919352802197,52.36582858584729,266
13.666693436624087,52.36542067544454,267
13.668056639212232,52.36510723787755,268
13.6692818965263,52.36546101152326,269
13.650264378627702,52.36503086603093,270
13.650762553801641,52.3655749442876,271
13.651850738994218,52.365883770062986,272
13.654492995205192,52.365075298052936,273
13.655400276544832,52.36678370529242,274
13.657927816648805,52.367511038412566,275
13.659650665612121,52.36708532500613,276
13.660108466407824,52.36697220311306,277
13.66162266707948,52.36659804638796,278
13.665845883989293,52.36561555098105,279
13.66703048878438,52.36534317793244,280
13.650442039306125,52.368358728324004,281
13.650566137463999,52.36808848545544,282
13.651270537325082,52.367430153739505,283
13.651594465926356,52.36709031299646,284
13.655246950642157,52.36649499321306,285
13.655737502902024,52.36741870121353,286
13.661020610819097,52.366746813590964,287
13.662483653349353,52.366812275401934,288
13.663018763073548,52.367861109373685,289
13.664583184487356,52.36590588013914,290
13.667718240444428,52.36837828768281,291
13.669285578943434,52.368006488150314,292
13.669530556331342,52.36794837618207,293
13.670935090511374,52.36671349976061,294
13.672107986698078,52.36696690254519,295
13.649903077195907,52.36902370498107,296
13.650445735791253,52.36828140528721,297
13.652054849207106,52.36787402018707,298
13.653253291362784,52.36856291318308,299
13.65483614049727,52.36823051693095,300
13.66265326165258,52.36714471367071,301
13.66551295082806,52.368901423336,302
13.668192928626715,52.368265682830156,303
13.672734524477729,52.367709146511615,304
13.673353713410805,52.36898717568387,305
13.675316225560422,52.367906678321134,306
13.687094207964666,52.36775069887854,307
13.688725968866441,52.367858813397405,308
13.690624201090207,52.36832378833715,309
13.691094520460597,52.368117462703665,310
13.64999459856689,52.36902125304998,311
13.650413454302946,52.368956669118035,312
13.651733329048506,52.368900296212814,313
13.65267557081981,52.368684233743,314
13.656596905297533,52.36902378669077,315
13.656836262631687,52.36946752914073,316
13.657524368657176,52.370700094182965,317
13.660287987886443,52.37008721274248,318
13.662012071750091,52.36970486665418,319
13.664006780975651,52.3697563931428,320
13.666894677591422,52.36857365208658,321
13.6691456048382,52.36899233602661,322
13.673185369216467,52.3694094498276,323
13.67542937930753,52.368690727629186,324
13.67674159255662,52.36911242834904,325
13.686001161070763,52.36910265503401,326
13.687041075663995,52.369109484432606,327
13.68825054311248,52.36870388963731,328
13.690152744928216,52.368881317157424,329
13.691291462574826,52.36900030582656,330
13.6503619074185,52.36956483866854,331
13.650456514076765,52.36972811700863,332
13.651761918314648,52.37008922552494,333
13.652944744854306,52.37054917984813,334
13.657176248456418,52.37009782586154,335
13.672940940340403,52.37002257459112,336
13.675717754811853,52.368783401710814,337
13.676902401176548,52.369164106771606,338
13.67883234214813,52.369842759297605,339
13.680041040168623,52.36958348847783,340
13.681736250818041,52.36981319816559,341
13.684502860345342,52.37005977098886,342
13.685842396472953,52.36938460331849,343
13.687212537843076,52.3695807489957,344
13.687874208433957,52.36969516018485,345
13.690920625359404,52.36974239482919,346
13.693104989777039,52.36982459446541,347
13.642293071654287,52.37082460924542,348
13.64318725356829,52.371068849814094,349
13.650089649037259,52.371134481864765,350
13.650210490082596,52.370804550126266,351
13.65443287084905,52.37141410812878,352
13.656756384399351,52.370877323762954,353
13.664706122294131,52.371009469183996,354
13.665025388642919,52.37158152892343,355
13.667971967602869,52.37172478657598,356
13.670035683881213,52.37156174277998,357
13.671025523911387,52.37148354052047,358
13.672578086763515,52.37093275556934,359
13.676722880305364,52.37101507274225,360
13.675759016465829,52.37109531566662,361
13.67742207885273,52.37095686354937,362
13.679253795317848,52.37080437075968,363
13.681512465968039,52.37061633347607,364
13.68386054738886,52.37128096241527,365
13.68590778270319,52.370649742711095,366
13.688371826439907,52.370955750498666,367
13.69071039203127,52.37130545799588,368
13.691782707179506,52.37068029164728,369
13.69298843974347,52.37087457911166,370
13.694353664016814,52.37076714502017,371
13.642625849119627,52.37162234387262,372
13.65033164743977,52.37147997666824,373
13.650969183557418,52.37176262384542,374
13.656700601450032,52.37168654907525,375
13.65823602354952,52.37209725439379,376
13.66086541275065,52.372957966669524,377
13.661948573691973,52.37264378393134,378
13.664345402594904,52.37203470948193,379
13.666807009531242,52.37181682402714,380
13.668247470385516,52.37170302049313,381
13.66874397761433,52.37166379396564,382
13.6753027557519,52.3712359847278,383
13.677699115349435,52.3710313427085,384
13.676374776858015,52.371144437297225,385
13.68615407536427,52.37214126984807,386
13.687182953179022,52.371407690104995,387
13.691158647544574,52.371563626527795,388
13.693183053674748,52.371668727806124,389
13.694818859696959,52.37157328316859,390
13.642880960793763,52.37253970179323,391
13.643994850889232,52.37289569525225,392
13.650546480838063,52.37159716986635,393
13.651909905293824,52.372201756026776,394
13.65328788903213,52.37280955797348,395
13.65436974474235,52.372614573689795,396
13.655883568860185,52.37268555796863,397
13.661370209883145,52.3728078780489,398
13.663208683559539,52.372322345802566,399
13.669611279794395,52.37171766789375,400
13.671276209103699,52.37305308937915,401
13.671994390023153,52.37236622819357,402
13.672943652631785,52.37333127438455,403
13.675094675359524,52.373668531964064,404
13.677982029001578,52.37305326371938,405
13.678249265913372,52.37279632217359,406
13.680053145303322,52.37303091537335,407
13.680832697625458,52.372894032542945,408
13.683233301121554,52.37283089998296,409
13.684925911677253,52.37267645835643,410
13.685506587505579,52.37237507657882,411
13.687352280025301,52.372487283726485,412
13.687482880582987,52.372798015373114,413
13.690960943007381,52.37206406613757,414
13.692355837639827,52.37254921977587,415
13.692910115659295,52.37216443283959,416
13.69434451386866,52.372590681003274,417
13.696371781697737,52.372500337177,418
13.64287809665854,52.373407405977076,419
13.649495109111319,52.37408631035586,420
13.650036056208597,52.373847708752535,421
13.652613555251254,52.372757905754916,422
13.653240851570583,52.37325100407172,423
13.654793357294295,52.373468094602224,424
13.658244714536956,52.37379233628955,425
13.662911642087508,52.372530652387944,426
13.667943697824871,52.374415161042,427
13.668485030652981,52.374193906245345,428
13.670364044202731,52.373425911512214,429
13.670890026519912,52.373210930811645,430
13.67230980626942,52.373231893988795,431
13.674136926124685,52.373518367028765,432
13.677379361250733,52.37363271355082,433
13.67967905090007,52.37313324274845,434
13.681462714692758,52.37300490565647,435
13.682899886870413,52.373729279489,436
13.684142236129414,52.373182064896724,437
13.685872569489794,52.37380563711902,438
13.687085586904717,52.373287098043285,439
13.688876139623515,52.37381114032967,440
13.690399224006649,52.37347375886311,441
13.692100510514601,52.37302875980001,442
13.691956126036613,52.373322040619165,443
13.69494948757269,52.3731310450285,444
13.6958865698301,52.37349324434951,445
13.696470154193024,52.37298944850495,446
13.607474008242356,52.37411618402605,447
13.64286020584599,52.37430877803556,448
13.646646897307326,52.37521738991265,449
13.648070876197465,52.375143829974085,450
13.649172661101053,52.37441896866196,451
13.649657975108317,52.37449873194407,452
13.651524917393836,52.37482724657574,453
13.653577770179199,52.37404314531807,454
13.65621650399863,52.37438079975615,455
13.657258547062456,52.37468048028192,456
13.660580703876667,52.37486656724556,457
13.661716072658997,52.37492274872511,458
13.66389952573658,52.374955881304686,459
13.665238049237999,52.375091927682,460
13.66940661266401,52.37381723512942,461
13.671170154936746,52.374349455228305,462
13.673452549417894,52.37341106401024,463
13.675453184284617,52.37372474236609,464
13.677066114392462,52.373933892498876,465
13.67860890423991,52.37421950427612,466
13.679893211662803,52.37436274361703,467
13.680744364634853,52.37459521736987,468
13.681905131619699,52.37479511243205,469
13.684800862395633,52.37470087771754,470
13.68690396835102,52.3734460980084,471
13.691529634950443,52.37418814946076,472
13.694057798479902,52.37486099892194,473
13.695600797749616,52.37435913273432,474
13.698171041969475,52.374629544584785,475
13.60693507197993,52.375354034617246,476
13.608770024802208,52.375133853741055,477
13.610410145885071,52.37514154027193,478
13.642849558392447,52.37523754461122,479
13.647509361116134,52.37529709534911,480
13.64892660561498,52.37504885361589,481
13.65022905508592,52.37491541227966,482
13.651714142709677,52.37523094219342,483
13.653253419746738,52.37494409356191,484
13.654883603621387,52.37512520089386,485
13.657751418332492,52.37514720177771,486
13.65927342144335,52.37549582739393,487
13.660643757439491,52.37545817593407,488
13.661792661833731,52.374923910919506,489
13.666481810512696,52.375333762543264,490
13.667423520801613,52.374854038839565,491
13.670628002290494,52.375643649311165,492
13.67481981436234,52.37633188617819,493
13.675521203075375,52.37558181414277,494
13.676552663825488,52.37447875980227,495
13.67886135363852,52.3742590822283,496
13.68147826380252,52.374726505705944,497
13.686347617540319,52.37553461806216,498
13.68959915695869,52.375524101899245,499
13.69223133443394,52.37517749510113,500
13.693714292695898,52.374920522824645,501
13.694843473307913,52.37519954805815,502
13.695985938450821,52.37520298731335,503
13.697608325117702,52.37533653138493,504
13.698240288726877,52.37533323625124,505
13.609528377252524,52.37647981689033,506
13.610052813610869,52.37607755259496,507
13.61185255680729,52.37604995798287,508
13.613427554275571,52.37617349233583,509
13.642790298711573,52.37605145069843,510
13.64781715802628,52.37643209094735,511
13.648684972734525,52.37607336964918,512
13.650244327851778,52.37617410181209,513
13.651308920961457,52.375886879351775,514
13.652388691131398,52.37657173935811,515
13.655443470716566,52.375479183686956,516
13.65577071299639,52.37589029493213,517
13.657344197331149,52.37599105978227,518
13.662023411944718,52.37576690405893,519
13.663408050228034,52.376281439479364,520
13.664203009913656,52.376741610042245,521
13.667132950429009,52.37553919001629,522
13.667936674927033,52.37580676654438,523
13.668944863793604,52.376174029728524,524
13.672694121784065,52.376739144056614,525
13.674647949281665,52.37650650233838,526
13.676563197999965,52.3770011080264,527
13.677969540150471,52.37710986358717,528
13.67932057893337,52.37707097559629,529
13.68178444047288,52.376526217696785,530
13.682092247564595,52.375775346769345,531
13.684258998353187,52.37652229575153,532
13.686985162270412,52.37606676665484,533
13.688910440543678,52.37619847463293,534
13.690366321091219,52.37616458020083,535
13.691264956338047,52.3758023733131,536
13.693176448990917,52.376613840387556,537
13.694206822669889,52.37678154653208,538
13.69644742606588,52.37607501488521,539
13.69843544584009,52.37586160229657,540
13.698493819588908,52.37604386147293,541
13.404185047031573,52.37705586649207,542
13.406416376905,52.3773857368217,543
13.40761830824313,52.37704839163357,544
13.40941505657531,52.37718519219474,545
13.410700214801276,52.377174446899225,546
13.411719414589802,52.37744254889563,547
13.4136678017886,52.37783586855687,548
13.416771318388868,52.37646863114329,549
13.417115004815065,52.377169197709186,550
13.417922474961607,52.37672000180937,551
13.419560530084503,52.37733086916561,552
13.420873544199754,52.37682024033078,553
13.608101858388483,52.377626765176345,554
13.608870699190588,52.3769429399949,555
13.612444838935296,52.37710265446643,556
13.613337036495468,52.37714251867365,557
13.615192884041251,52.37677719386458,558
13.634174600546688,52.377394914721826,559
13.635355088896736,52.376925061944355,560
13.636911327963794,52.37673411348822,561
13.63855637963784,52.377903725385444,562
13.642843935066264,52.37697591020971,563
13.644934508853936,52.377173320202076,564
13.645535270010893,52.37737824176162,565
13.64718280416426,52.377012618544825,566
13.648779155781364,52.377018916592,567
13.650599371948896,52.37721908786221,568
13.651009882321032,52.37709688897116,569
13.655974653556905,52.37614650344473,570
13.656228083510298,52.37616821044438,571
13.658550693410957,52.375598984747285,572
13.665401589589452,52.37715644961051,573
13.66664070853616,52.37745725557453,574
13.667437466650844,52.37740777050171,575
13.670029251198997,52.37706296672968,576
13.67105893693251,52.376614340074894,577
13.675539474182688,52.376927943928386,578
13.67691320905028,52.377026122822734,579
13.678151383332072,52.37712494802527,580
13.679739894859111,52.37706945307739,581
13.683065271185514,52.37717117399159,582
13.686268613707906,52.376634355834334,583
13.688971499856526,52.37704567287474,584
13.689282990564795,52.37628404367493,585
13.692421049193259,52.37670579134649,586
13.695034250567753,52.37691622072403,587
13.696397730142346,52.377136494261876,588
13.697812097158119,52.37716795642688,589
13.388741323534488,52.378040201898834,590
13.389943411135743,52.37825419560093,591
13.391587990136163,52.377840030415754,592
13.392981171883646,52.378330056580516,593
13.394898594519141,52.37830005894906,594
13.395935288699276,52.37792781165393,595
13.398878784801463,52.377839270544456,596
13.40029746557691,52.37781666053054,597
13.402670196084706,52.3786349695064,598
13.403306780842364,52.37758981485871,599
13.40490026031456,52.378256422081414,600
13.408174787478318,52.3783312177082,601
13.409909876217554,52.37786731599438,602
13.410928810442977,52.37812963906994,603
13.41221196215567,52.37760951832902,604
13.415152772929305,52.37810817269151,605
13.416766485464036,52.3778281849977,606
13.418223394446343,52.3780076746066,607
13.421116067648724,52.37787350685792,608
13.60707488809794,52.37848381259953,609
13.607641029784496,52.37806860342426,610
13.610250253922969,52.37805807542185,611
13.61233643511956,52.37793673325268,612
13.613558576649574,52.37755407955299,613
13.61477901876643,52.37788154345316,614
13.616201934721104,52.377985006655784,615
13.61813825637994,52.377793337524935,616
13.632886722612259,52.37780550924604,617
13.63403111610437,52.377868634915174,618
13.63563195760082,52.37790505189712,619
13.636645102839745,52.37783634391775,620
13.640921838622276,52.37798820119835,621
13.641344046488234,52.37800347778917,622
13.642690141434034,52.37782730515072,623
13.64446865719966,52.377930260321065,624
13.645816388535096,52.377850803413864,625
13.647495898661576,52.377342159901126,626
13.648739828372518,52.37785273466036,627
13.650041241609127,52.37822536374255,628
13.651737848993038,52.377620347379505,629
13.652217492740046,52.37770520264997,630
13.665537563310647,52.37720215120521,631
13.666497153743423,52.377488933509376,632
13.668094887649398,52.37755521901138,633
13.669478968805425,52.37747120822819,634
13.670904876181755,52.37759138601733,635
13.672023130528816,52.3774647263843,636
13.674000579322243,52.37756756510661,637
13.675474897335762,52.37772543353711,638
13.677091151938315,52.37760702158305,639
13.678449981988388,52.37788271713182,640
13.681029987925164,52.378160992485284,641
13.683106272816646,52.37806387409789,642
13.685597709705323,52.378450878468,643
13.687481239315465,52.37874345428788,644
13.68870547601691,52.37769613055685,645
13.689005059894624,52.37696361487338,646
13.69289032639712,52.37734011967286,647
13.693531130115897,52.377914255517055,648
13.694121139788171,52.37843710171273,649
13.695886932565658,52.37837110399861,650
13.388513175217199,52.37883648457642,651
13.389935832103875,52.379033896537145,652
13.391438952893418,52.379130882289694,653
13.396301611508028,52.378981530519404,654
13.397453250569416,52.37860633999228,655
13.398794101095802,52.378893577954344,656
13.39912586301929,52.37961988299003,657
13.403570816671836,52.378600272925276,658
13.4045246743844,52.37886926378709,659
13.406397018604995,52.37886782799679,660
13.407118810160789,52.37839471057715,661
13.409527350277386,52.378501015039355,662
13.41068722706532,52.37855278280983,663
13.411672795901673,52.378853803152516,664
13.41447466706636,52.37807913884853,665
13.415318158873081,52.3791772598971,666
13.416596177200407,52.379015761540316,667
13.41826095595589,52.378828937171185,668
13.419113980804699,52.378622192417254,669
13.421055183983563,52.37923577954997,670
13.422364253067855,52.37866881859551,671
13.609559693526247,52.379129188480725,672
13.611824650855851,52.378785920234165,673
13.615170628882664,52.379080499149765,674
13.615707165754564,52.378692053895506,675
13.616940829880058,52.37885770305749,676
13.619156302669236,52.3789350553293,677
13.62061783758887,52.37865491612758,678
13.632181906331834,52.377967843225974,679
13.633340406974073,52.37874702133461,680
13.635714223750945,52.378453147153174,681
13.637030339307325,52.37871163234755,682
13.640223839994771,52.378846221465324,683
13.641416243927647,52.37865926454172,684
13.641979402804822,52.37868209280404,685
13.644358636502268,52.37878260753533,686
13.645994988463425,52.37957941136119,687
13.648904233929724,52.379230410449395,688
13.651164585246274,52.37948425324173,689
13.657423259339136,52.38068180483058,690
13.664314716168038,52.3767911448431,691
13.666300978686902,52.37745787245876,692
13.6690903480543,52.3774998826557,693
13.674691232191275,52.3786780947312,694
13.675180106809636,52.378878233189184,695
13.676280658928675,52.379276887978456,696
13.67805247742282,52.37795106002204,697
13.680676178929607,52.37903653380767,698
13.682746146828904,52.37822260798189,699
13.684241021821398,52.37824013897774,700
13.685201381964673,52.378389315372296,701
13.690344464185994,52.379217504763666,702
13.693660902634802,52.37802925544163,703
13.694575882015457,52.3788400785701,704
13.697637914661188,52.37875221025835,705
13.388377056422298,52.37984304122699,706
13.393237939308474,52.37980687813991,707
13.394491227553868,52.37970700073787,708
13.39700842402069,52.37982524709677,709
13.398915914168967,52.37995436589036,710
13.40058190766131,52.37969669198098,711
13.402082910448812,52.3798816485497,712
13.403124349266633,52.38008084368061,713
13.40476238447125,52.37944285426326,714
13.406231683678127,52.37996460568654,715
13.407470704956372,52.379533727037945,716
13.409021090709619,52.37990003959515,717
13.410977356422157,52.3799057374119,718
13.411516032361996,52.380137484285335,719
13.41392813383932,52.38036291740391,720
13.415092580732171,52.379803591369715,721
13.416834072541567,52.380285574405335,722
13.417945465416274,52.379867345498326,723
13.419596993472783,52.37914960062232,724
13.422893149179963,52.37974251292018,725
13.60727823362639,52.37992270550084,726
13.610559527727657,52.37976294184142,727
13.61191126381279,52.37989729836899,728
13.61324616630867,52.37971768255706,729
13.614753951719498,52.3796991107664,730
13.61606831731604,52.37986520356295,731
13.617891615399342,52.37980897737181,732
13.619058737002138,52.379870862222695,733
13.62039844818645,52.379747915818015,734
13.622077609508178,52.37975267267363,735
13.623559652843914,52.3797188473074,736
13.631030518071833,52.380413333180634,737
13.635206106731347,52.379803387582356,738
13.637308253555018,52.37994409973102,739
13.638417260654869,52.38003679018456,740
13.64006747769165,52.37970594353175,741
13.641426776390702,52.37971460122453,742
13.643150029130162,52.37979140812666,743
13.646985123171618,52.380353409452816,744
13.651682635946221,52.37982947295211,745
13.651988601217955,52.38030894525453,746
13.65942185343825,52.38181215675873,747
13.66497017960908,52.38215822263125,748
13.666419500340817,52.38179608427519,749
13.668365109602101,52.377615449633026,750
13.670839352256962,52.37758697162646,751
13.675705256016267,52.3791160886623,752
13.67689786192043,52.37950553993769,753
13.677864871167039,52.379840584665,754
13.68035104185338,52.379841123146136,755
13.68052242389652,52.37941701843832,756
13.68360407102958,52.379387387414695,757
13.683998755036574,52.37992323873284,758
13.684188946049453,52.38018145569412,759
13.687551824814696,52.380486960910005,760
13.691778624420241,52.37945987654447,761
13.693698249278032,52.37978396494825,762
13.695959109541462,52.380050525599245,763
13.698050893442097,52.37991583841842,764
13.388469071778415,52.380837831570446,765
13.389762059690115,52.38063514606014,766
13.391605679189793,52.380793399398264,767
13.394657533687601,52.38070292256841,768
13.396167841042137,52.38114587907684,769
13.39860118320799,52.38045578385236,770
13.400726396291882,52.38094002854049,771
13.401815881745625,52.38061837205956,772
13.403831097665584,52.38001354307564,773
13.404749600114863,52.380537286612565,774
13.407763916001045,52.380588799560556,775
13.409128078102853,52.3807415686975,776
